REG,Région,DEP,Commune,Population
84,Auvergne-Rhône-Alpes,1.0,Entreprise_1,859
84,Auvergne-Rhône-Alpes,1.0,Entreprise_2,273
84,Auvergne-Rhône-Alpes,1.0,Entreprise_3,15554
84,Auvergne-Rhône-Alpes,1.0,Entreprise_4,1917
84,Auvergne-Rhône-Alpes,1.0,Entreprise_5,114
84,Auvergne-Rhône-Alpes,1.0,Entreprise_6,2828
84,Auvergne-Rhône-Alpes,1.0,Entreprise_7,764
84,Auvergne-Rhône-Alpes,1.0,Entreprise_8,335
84,Auvergne-Rhône-Alpes,1.0,Entreprise_9,1150
84,Auvergne-Rhône-Alpes,1.0,Entreprise_10,399
84,Auvergne-Rhône-Alpes,1.0,Entreprise_11,329
84,Auvergne-Rhône-Alpes,1.0,Entreprise_12,140
84,Auvergne-Rhône-Alpes,1.0,Entreprise_13,3482
84,Auvergne-Rhône-Alpes,1.0,Entreprise_14,688
84,Auvergne-Rhône-Alpes,1.0,Entreprise_15,459
84,Auvergne-Rhône-Alpes,1.0,Entreprise_16,420
84,Auvergne-Rhône-Alpes,1.0,Entreprise_17,25
84,Auvergne-Rhône-Alpes,1.0,Entreprise_18,1513
84,Auvergne-Rhône-Alpes,1.0,Entreprise_19,1141
84,Auvergne-Rhône-Alpes,1.0,Entreprise_20,77
84,Auvergne-Rhône-Alpes,1.0,Entreprise_21,3372
84,Auvergne-Rhône-Alpes,1.0,Entreprise_22,4057
84,Auvergne-Rhône-Alpes,1.0,Entreprise_23,987
84,Auvergne-Rhône-Alpes,1.0,Entreprise_24,2878
84,Auvergne-Rhône-Alpes,1.0,Entreprise_25,618
84,Auvergne-Rhône-Alpes,1.0,Entreprise_26,717
84,Auvergne-Rhône-Alpes,1.0,Entreprise_27,826
84,Auvergne-Rhône-Alpes,1.0,Entreprise_28,3581
84,Auvergne-Rhône-Alpes,1.0,Entreprise_29,3484
84,Auvergne-Rhône-Alpes,1.0,Entreprise_30,16162
84,Auvergne-Rhône-Alpes,1.0,Entreprise_31,9270
84,Auvergne-Rhône-Alpes,1.0,Entreprise_32,306
84,Auvergne-Rhône-Alpes,1.0,Entreprise_33,1350
84,Auvergne-Rhône-Alpes,1.0,Entreprise_34,311
84,Auvergne-Rhône-Alpes,1.0,Entreprise_35,769
84,Auvergne-Rhône-Alpes,1.0,Entreprise_36,481
84,Auvergne-Rhône-Alpes,1.0,Entreprise_37,762
84,Auvergne-Rhône-Alpes,1.0,Entreprise_38,290
84,Auvergne-Rhône-Alpes,1.0,Entreprise_39,4936
84,Auvergne-Rhône-Alpes,1.0,Entreprise_40,669
84,Auvergne-Rhône-Alpes,1.0,Entreprise_41,280
84,Auvergne-Rhône-Alpes,1.0,Entreprise_42,897
84,Auvergne-Rhône-Alpes,1.0,Entreprise_43,1351
84,Auvergne-Rhône-Alpes,1.0,Entreprise_44,3401
84,Auvergne-Rhône-Alpes,1.0,Entreprise_45,390
84,Auvergne-Rhône-Alpes,1.0,Entreprise_46,99
84,Auvergne-Rhône-Alpes,1.0,Entreprise_47,323
84,Auvergne-Rhône-Alpes,1.0,Entreprise_48,42065
84,Auvergne-Rhône-Alpes,1.0,Entreprise_49,1540
84,Auvergne-Rhône-Alpes,1.0,Entreprise_50,362
84,Auvergne-Rhône-Alpes,1.0,Entreprise_51,509
84,Auvergne-Rhône-Alpes,1.0,Entreprise_52,812
84,Auvergne-Rhône-Alpes,1.0,Entreprise_53,547
84,Auvergne-Rhône-Alpes,1.0,Entreprise_54,1117
84,Auvergne-Rhône-Alpes,1.0,Entreprise_55,1003
84,Auvergne-Rhône-Alpes,1.0,Entreprise_56,591
84,Auvergne-Rhône-Alpes,1.0,Entreprise_57,1102
84,Auvergne-Rhône-Alpes,1.0,Entreprise_58,1884
84,Auvergne-Rhône-Alpes,1.0,Entreprise_59,97
84,Auvergne-Rhône-Alpes,1.0,Entreprise_60,263
84,Auvergne-Rhône-Alpes,1.0,Entreprise_61,755
84,Auvergne-Rhône-Alpes,1.0,Entreprise_62,1518
84,Auvergne-Rhône-Alpes,1.0,Entreprise_63,5570
84,Auvergne-Rhône-Alpes,1.0,Entreprise_64,3306
84,Auvergne-Rhône-Alpes,1.0,Entreprise_65,1028
84,Auvergne-Rhône-Alpes,1.0,Entreprise_66,2544
84,Auvergne-Rhône-Alpes,1.0,Entreprise_67,1436
84,Auvergne-Rhône-Alpes,1.0,Entreprise_68,127
84,Auvergne-Rhône-Alpes,1.0,Entreprise_69,185
84,Auvergne-Rhône-Alpes,1.0,Entreprise_70,1628
84,Auvergne-Rhône-Alpes,1.0,Entreprise_71,826
84,Auvergne-Rhône-Alpes,1.0,Entreprise_72,655
84,Auvergne-Rhône-Alpes,1.0,Entreprise_73,709
84,Auvergne-Rhône-Alpes,1.0,Entreprise_74,595
84,Auvergne-Rhône-Alpes,1.0,Entreprise_75,1041
84,Auvergne-Rhône-Alpes,1.0,Entreprise_76,943
84,Auvergne-Rhône-Alpes,1.0,Entreprise_77,391
84,Auvergne-Rhône-Alpes,1.0,Entreprise_78,280
84,Auvergne-Rhône-Alpes,1.0,Entreprise_79,925
84,Auvergne-Rhône-Alpes,1.0,Entreprise_80,2408
84,Auvergne-Rhône-Alpes,1.0,Entreprise_81,358
84,Auvergne-Rhône-Alpes,1.0,Entreprise_82,1675
84,Auvergne-Rhône-Alpes,1.0,Entreprise_83,5154
84,Auvergne-Rhône-Alpes,1.0,Entreprise_84,746
84,Auvergne-Rhône-Alpes,1.0,Entreprise_85,822
84,Auvergne-Rhône-Alpes,1.0,Entreprise_86,1057
84,Auvergne-Rhône-Alpes,1.0,Entreprise_87,1165
84,Auvergne-Rhône-Alpes,1.0,Entreprise_88,1613
84,Auvergne-Rhône-Alpes,1.0,Entreprise_89,130
84,Auvergne-Rhône-Alpes,1.0,Entreprise_90,149
84,Auvergne-Rhône-Alpes,1.0,Entreprise_91,981
84,Auvergne-Rhône-Alpes,1.0,Entreprise_92,2301
84,Auvergne-Rhône-Alpes,1.0,Entreprise_93,436
84,Auvergne-Rhône-Alpes,1.0,Entreprise_94,1986
84,Auvergne-Rhône-Alpes,1.0,Entreprise_95,175
84,Auvergne-Rhône-Alpes,1.0,Entreprise_96,144
84,Auvergne-Rhône-Alpes,1.0,Entreprise_97,1294
84,Auvergne-Rhône-Alpes,1.0,Entreprise_98,2260
84,Auvergne-Rhône-Alpes,1.0,Entreprise_99,164
84,Auvergne-Rhône-Alpes,1.0,Entreprise_100,136
84,Auvergne-Rhône-Alpes,1.0,Entreprise_101,477
84,Auvergne-Rhône-Alpes,1.0,Entreprise_102,815
84,Auvergne-Rhône-Alpes,1.0,Entreprise_103,676
84,Auvergne-Rhône-Alpes,1.0,Entreprise_104,1357
84,Auvergne-Rhône-Alpes,1.0,Entreprise_105,489
84,Auvergne-Rhône-Alpes,1.0,Entreprise_106,148
84,Auvergne-Rhône-Alpes,1.0,Entreprise_107,1315
84,Auvergne-Rhône-Alpes,1.0,Entreprise_108,116
84,Auvergne-Rhône-Alpes,1.0,Entreprise_109,1165
84,Auvergne-Rhône-Alpes,1.0,Entreprise_110,704
84,Auvergne-Rhône-Alpes,1.0,Entreprise_111,587
84,Auvergne-Rhône-Alpes,1.0,Entreprise_112,513
84,Auvergne-Rhône-Alpes,1.0,Entreprise_113,293
84,Auvergne-Rhône-Alpes,1.0,Entreprise_114,316
84,Auvergne-Rhône-Alpes,1.0,Entreprise_115,2393
84,Auvergne-Rhône-Alpes,1.0,Entreprise_116,384
84,Auvergne-Rhône-Alpes,1.0,Entreprise_117,1844
84,Auvergne-Rhône-Alpes,1.0,Entreprise_118,2354
84,Auvergne-Rhône-Alpes,1.0,Entreprise_119,951
84,Auvergne-Rhône-Alpes,1.0,Entreprise_120,3416
84,Auvergne-Rhône-Alpes,1.0,Entreprise_121,462
84,Auvergne-Rhône-Alpes,1.0,Entreprise_122,805
84,Auvergne-Rhône-Alpes,1.0,Entreprise_123,423
84,Auvergne-Rhône-Alpes,1.0,Entreprise_124,4741
84,Auvergne-Rhône-Alpes,1.0,Entreprise_125,10300
84,Auvergne-Rhône-Alpes,1.0,Entreprise_126,1225
84,Auvergne-Rhône-Alpes,1.0,Entreprise_127,453
84,Auvergne-Rhône-Alpes,1.0,Entreprise_128,540
84,Auvergne-Rhône-Alpes,1.0,Entreprise_129,2013
84,Auvergne-Rhône-Alpes,1.0,Entreprise_130,1108
84,Auvergne-Rhône-Alpes,1.0,Entreprise_131,215
84,Auvergne-Rhône-Alpes,1.0,Entreprise_132,1144
84,Auvergne-Rhône-Alpes,1.0,Entreprise_133,774
84,Auvergne-Rhône-Alpes,1.0,Entreprise_134,2227
84,Auvergne-Rhône-Alpes,1.0,Entreprise_135,143
84,Auvergne-Rhône-Alpes,1.0,Entreprise_136,905
84,Auvergne-Rhône-Alpes,1.0,Entreprise_137,2524
84,Auvergne-Rhône-Alpes,1.0,Entreprise_138,1065
84,Auvergne-Rhône-Alpes,1.0,Entreprise_139,3388
84,Auvergne-Rhône-Alpes,1.0,Entreprise_140,11530
84,Auvergne-Rhône-Alpes,1.0,Entreprise_141,64
84,Auvergne-Rhône-Alpes,1.0,Entreprise_142,2024
84,Auvergne-Rhône-Alpes,1.0,Entreprise_143,1593
84,Auvergne-Rhône-Alpes,1.0,Entreprise_144,2547
84,Auvergne-Rhône-Alpes,1.0,Entreprise_145,685
84,Auvergne-Rhône-Alpes,1.0,Entreprise_146,675
84,Auvergne-Rhône-Alpes,1.0,Entreprise_147,1048
84,Auvergne-Rhône-Alpes,1.0,Entreprise_148,843
84,Auvergne-Rhône-Alpes,1.0,Entreprise_149,13455
84,Auvergne-Rhône-Alpes,1.0,Entreprise_150,174
84,Auvergne-Rhône-Alpes,1.0,Entreprise_151,782
84,Auvergne-Rhône-Alpes,1.0,Entreprise_152,186
84,Auvergne-Rhône-Alpes,1.0,Entreprise_153,1909
84,Auvergne-Rhône-Alpes,1.0,Entreprise_154,873
84,Auvergne-Rhône-Alpes,1.0,Entreprise_155,1216
84,Auvergne-Rhône-Alpes,1.0,Entreprise_156,1503
84,Auvergne-Rhône-Alpes,1.0,Entreprise_157,754
84,Auvergne-Rhône-Alpes,1.0,Entreprise_158,4790
84,Auvergne-Rhône-Alpes,1.0,Entreprise_159,603
84,Auvergne-Rhône-Alpes,1.0,Entreprise_160,696
84,Auvergne-Rhône-Alpes,1.0,Entreprise_161,1123
84,Auvergne-Rhône-Alpes,1.0,Entreprise_162,92
84,Auvergne-Rhône-Alpes,1.0,Entreprise_163,159
84,Auvergne-Rhône-Alpes,1.0,Entreprise_164,2262
84,Auvergne-Rhône-Alpes,1.0,Entreprise_165,223
84,Auvergne-Rhône-Alpes,1.0,Entreprise_166,6315
84,Auvergne-Rhône-Alpes,1.0,Entreprise_167,1900
84,Auvergne-Rhône-Alpes,1.0,Entreprise_168,1276
84,Auvergne-Rhône-Alpes,1.0,Entreprise_169,384
84,Auvergne-Rhône-Alpes,1.0,Entreprise_170,262
84,Auvergne-Rhône-Alpes,1.0,Entreprise_171,2209
84,Auvergne-Rhône-Alpes,1.0,Entreprise_172,207
84,Auvergne-Rhône-Alpes,1.0,Entreprise_173,7321
84,Auvergne-Rhône-Alpes,1.0,Entreprise_174,1292
84,Auvergne-Rhône-Alpes,1.0,Entreprise_175,740
84,Auvergne-Rhône-Alpes,1.0,Entreprise_176,265
84,Auvergne-Rhône-Alpes,1.0,Entreprise_177,337
84,Auvergne-Rhône-Alpes,1.0,Entreprise_178,138
84,Auvergne-Rhône-Alpes,1.0,Entreprise_179,887
84,Auvergne-Rhône-Alpes,1.0,Entreprise_180,236
84,Auvergne-Rhône-Alpes,1.0,Entreprise_181,1459
84,Auvergne-Rhône-Alpes,1.0,Entreprise_182,720
84,Auvergne-Rhône-Alpes,1.0,Entreprise_183,1417
84,Auvergne-Rhône-Alpes,1.0,Entreprise_184,163
84,Auvergne-Rhône-Alpes,1.0,Entreprise_185,140
84,Auvergne-Rhône-Alpes,1.0,Entreprise_186,891
84,Auvergne-Rhône-Alpes,1.0,Entreprise_187,162
84,Auvergne-Rhône-Alpes,1.0,Entreprise_188,3468
84,Auvergne-Rhône-Alpes,1.0,Entreprise_189,404
84,Auvergne-Rhône-Alpes,1.0,Entreprise_190,651
84,Auvergne-Rhône-Alpes,1.0,Entreprise_191,693
84,Auvergne-Rhône-Alpes,1.0,Entreprise_192,1235
84,Auvergne-Rhône-Alpes,1.0,Entreprise_193,320
84,Auvergne-Rhône-Alpes,1.0,Entreprise_194,1985
84,Auvergne-Rhône-Alpes,1.0,Entreprise_195,2262
84,Auvergne-Rhône-Alpes,1.0,Entreprise_196,135
84,Auvergne-Rhône-Alpes,1.0,Entreprise_197,164
84,Auvergne-Rhône-Alpes,1.0,Entreprise_198,1186
84,Auvergne-Rhône-Alpes,1.0,Entreprise_199,1034
84,Auvergne-Rhône-Alpes,1.0,Entreprise_200,1667
84,Auvergne-Rhône-Alpes,1.0,Entreprise_201,2733
84,Auvergne-Rhône-Alpes,1.0,Entreprise_202,653
84,Auvergne-Rhône-Alpes,1.0,Entreprise_203,630
84,Auvergne-Rhône-Alpes,1.0,Entreprise_204,1383
84,Auvergne-Rhône-Alpes,1.0,Entreprise_205,133
84,Auvergne-Rhône-Alpes,1.0,Entreprise_206,1312
84,Auvergne-Rhône-Alpes,1.0,Entreprise_207,8198
84,Auvergne-Rhône-Alpes,1.0,Entreprise_208,951
84,Auvergne-Rhône-Alpes,1.0,Entreprise_209,2179
84,Auvergne-Rhône-Alpes,1.0,Entreprise_210,297
84,Auvergne-Rhône-Alpes,1.0,Entreprise_211,2309
84,Auvergne-Rhône-Alpes,1.0,Entreprise_212,10450
84,Auvergne-Rhône-Alpes,1.0,Entreprise_213,2010
84,Auvergne-Rhône-Alpes,1.0,Entreprise_214,824
84,Auvergne-Rhône-Alpes,1.0,Entreprise_215,2164
84,Auvergne-Rhône-Alpes,1.0,Entreprise_216,684
84,Auvergne-Rhône-Alpes,1.0,Entreprise_217,348
84,Auvergne-Rhône-Alpes,1.0,Entreprise_218,1202
84,Auvergne-Rhône-Alpes,1.0,Entreprise_219,715
84,Auvergne-Rhône-Alpes,1.0,Entreprise_220,329
84,Auvergne-Rhône-Alpes,1.0,Entreprise_221,673
84,Auvergne-Rhône-Alpes,1.0,Entreprise_222,6879
84,Auvergne-Rhône-Alpes,1.0,Entreprise_223,3798
84,Auvergne-Rhône-Alpes,1.0,Entreprise_224,1008
84,Auvergne-Rhône-Alpes,1.0,Entreprise_225,3584
84,Auvergne-Rhône-Alpes,1.0,Entreprise_226,2661
84,Auvergne-Rhône-Alpes,1.0,Entreprise_227,973
84,Auvergne-Rhône-Alpes,1.0,Entreprise_228,239
84,Auvergne-Rhône-Alpes,1.0,Entreprise_229,3431
84,Auvergne-Rhône-Alpes,1.0,Entreprise_230,1540
84,Auvergne-Rhône-Alpes,1.0,Entreprise_231,1798
84,Auvergne-Rhône-Alpes,1.0,Entreprise_232,623
84,Auvergne-Rhône-Alpes,1.0,Entreprise_233,2479
84,Auvergne-Rhône-Alpes,1.0,Entreprise_234,1648
84,Auvergne-Rhône-Alpes,1.0,Entreprise_235,119
84,Auvergne-Rhône-Alpes,1.0,Entreprise_236,72
84,Auvergne-Rhône-Alpes,1.0,Entreprise_237,146
84,Auvergne-Rhône-Alpes,1.0,Entreprise_238,4903
84,Auvergne-Rhône-Alpes,1.0,Entreprise_239,258
84,Auvergne-Rhône-Alpes,1.0,Entreprise_240,22378
84,Auvergne-Rhône-Alpes,1.0,Entreprise_241,721
84,Auvergne-Rhône-Alpes,1.0,Entreprise_242,1317
84,Auvergne-Rhône-Alpes,1.0,Entreprise_243,943
84,Auvergne-Rhône-Alpes,1.0,Entreprise_244,2900
84,Auvergne-Rhône-Alpes,1.0,Entreprise_245,6437
84,Auvergne-Rhône-Alpes,1.0,Entreprise_246,1382
84,Auvergne-Rhône-Alpes,1.0,Entreprise_247,861
84,Auvergne-Rhône-Alpes,1.0,Entreprise_248,150
84,Auvergne-Rhône-Alpes,1.0,Entreprise_249,918
84,Auvergne-Rhône-Alpes,1.0,Entreprise_250,656
84,Auvergne-Rhône-Alpes,1.0,Entreprise_251,400
84,Auvergne-Rhône-Alpes,1.0,Entreprise_252,922
84,Auvergne-Rhône-Alpes,1.0,Entreprise_253,166
84,Auvergne-Rhône-Alpes,1.0,Entreprise_254,569
84,Auvergne-Rhône-Alpes,1.0,Entreprise_255,2694
84,Auvergne-Rhône-Alpes,1.0,Entreprise_256,167
84,Auvergne-Rhône-Alpes,1.0,Entreprise_257,1766
84,Auvergne-Rhône-Alpes,1.0,Entreprise_258,2862
84,Auvergne-Rhône-Alpes,1.0,Entreprise_259,2184
84,Auvergne-Rhône-Alpes,1.0,Entreprise_260,1600
84,Auvergne-Rhône-Alpes,1.0,Entreprise_261,843
84,Auvergne-Rhône-Alpes,1.0,Entreprise_262,792
84,Auvergne-Rhône-Alpes,1.0,Entreprise_263,79
84,Auvergne-Rhône-Alpes,1.0,Entreprise_264,245
84,Auvergne-Rhône-Alpes,1.0,Entreprise_265,47
84,Auvergne-Rhône-Alpes,1.0,Entreprise_266,9081
84,Auvergne-Rhône-Alpes,1.0,Entreprise_267,1803
84,Auvergne-Rhône-Alpes,1.0,Entreprise_268,332
84,Auvergne-Rhône-Alpes,1.0,Entreprise_269,760
84,Auvergne-Rhône-Alpes,1.0,Entreprise_270,467
84,Auvergne-Rhône-Alpes,1.0,Entreprise_271,3929
84,Auvergne-Rhône-Alpes,1.0,Entreprise_272,905
84,Auvergne-Rhône-Alpes,1.0,Entreprise_273,5228
84,Auvergne-Rhône-Alpes,1.0,Entreprise_274,1003
84,Auvergne-Rhône-Alpes,1.0,Entreprise_275,1131
84,Auvergne-Rhône-Alpes,1.0,Entreprise_276,628
84,Auvergne-Rhône-Alpes,1.0,Entreprise_277,164
84,Auvergne-Rhône-Alpes,1.0,Entreprise_278,174
84,Auvergne-Rhône-Alpes,1.0,Entreprise_279,195
84,Auvergne-Rhône-Alpes,1.0,Entreprise_280,819
84,Auvergne-Rhône-Alpes,1.0,Entreprise_281,3369
84,Auvergne-Rhône-Alpes,1.0,Entreprise_282,671
84,Auvergne-Rhône-Alpes,1.0,Entreprise_283,427
84,Auvergne-Rhône-Alpes,1.0,Entreprise_284,1216
84,Auvergne-Rhône-Alpes,1.0,Entreprise_285,1351
84,Auvergne-Rhône-Alpes,1.0,Entreprise_286,1232
84,Auvergne-Rhône-Alpes,1.0,Entreprise_287,1544
84,Auvergne-Rhône-Alpes,1.0,Entreprise_288,548
84,Auvergne-Rhône-Alpes,1.0,Entreprise_289,1867
84,Auvergne-Rhône-Alpes,1.0,Entreprise_290,6078
84,Auvergne-Rhône-Alpes,1.0,Entreprise_291,2258
84,Auvergne-Rhône-Alpes,1.0,Entreprise_292,845
84,Auvergne-Rhône-Alpes,1.0,Entreprise_293,2176
84,Auvergne-Rhône-Alpes,1.0,Entreprise_294,2969
84,Auvergne-Rhône-Alpes,1.0,Entreprise_295,524
84,Auvergne-Rhône-Alpes,1.0,Entreprise_296,2569
84,Auvergne-Rhône-Alpes,1.0,Entreprise_297,1625
84,Auvergne-Rhône-Alpes,1.0,Entreprise_298,576
84,Auvergne-Rhône-Alpes,1.0,Entreprise_299,1741
84,Auvergne-Rhône-Alpes,1.0,Entreprise_300,14584
84,Auvergne-Rhône-Alpes,1.0,Entreprise_301,488
84,Auvergne-Rhône-Alpes,1.0,Entreprise_302,214
84,Auvergne-Rhône-Alpes,1.0,Entreprise_303,505
84,Auvergne-Rhône-Alpes,1.0,Entreprise_304,423
84,Auvergne-Rhône-Alpes,1.0,Entreprise_305,262
84,Auvergne-Rhône-Alpes,1.0,Entreprise_306,2042
84,Auvergne-Rhône-Alpes,1.0,Entreprise_307,1862
84,Auvergne-Rhône-Alpes,1.0,Entreprise_308,850
84,Auvergne-Rhône-Alpes,1.0,Entreprise_309,1799
84,Auvergne-Rhône-Alpes,1.0,Entreprise_310,764
84,Auvergne-Rhône-Alpes,1.0,Entreprise_311,1154
84,Auvergne-Rhône-Alpes,1.0,Entreprise_312,1092
84,Auvergne-Rhône-Alpes,1.0,Entreprise_313,687
84,Auvergne-Rhône-Alpes,1.0,Entreprise_314,853
84,Auvergne-Rhône-Alpes,1.0,Entreprise_315,953
84,Auvergne-Rhône-Alpes,1.0,Entreprise_316,1735
84,Auvergne-Rhône-Alpes,1.0,Entreprise_317,1300
84,Auvergne-Rhône-Alpes,1.0,Entreprise_318,431
84,Auvergne-Rhône-Alpes,1.0,Entreprise_319,1027
84,Auvergne-Rhône-Alpes,1.0,Entreprise_320,1953
84,Auvergne-Rhône-Alpes,1.0,Entreprise_321,784
84,Auvergne-Rhône-Alpes,1.0,Entreprise_322,4243
84,Auvergne-Rhône-Alpes,1.0,Entreprise_323,2826
84,Auvergne-Rhône-Alpes,1.0,Entreprise_324,758
84,Auvergne-Rhône-Alpes,1.0,Entreprise_325,589
84,Auvergne-Rhône-Alpes,1.0,Entreprise_326,922
84,Auvergne-Rhône-Alpes,1.0,Entreprise_327,357
84,Auvergne-Rhône-Alpes,1.0,Entreprise_328,1637
84,Auvergne-Rhône-Alpes,1.0,Entreprise_329,2179
84,Auvergne-Rhône-Alpes,1.0,Entreprise_330,922
84,Auvergne-Rhône-Alpes,1.0,Entreprise_331,1140
84,Auvergne-Rhône-Alpes,1.0,Entreprise_332,259
84,Auvergne-Rhône-Alpes,1.0,Entreprise_333,1122
84,Auvergne-Rhône-Alpes,1.0,Entreprise_334,1910
84,Auvergne-Rhône-Alpes,1.0,Entreprise_335,1229
84,Auvergne-Rhône-Alpes,1.0,Entreprise_336,295
84,Auvergne-Rhône-Alpes,1.0,Entreprise_337,645
84,Auvergne-Rhône-Alpes,1.0,Entreprise_338,578
84,Auvergne-Rhône-Alpes,1.0,Entreprise_339,1007
84,Auvergne-Rhône-Alpes,1.0,Entreprise_340,1003
84,Auvergne-Rhône-Alpes,1.0,Entreprise_341,1459
84,Auvergne-Rhône-Alpes,1.0,Entreprise_342,2676
84,Auvergne-Rhône-Alpes,1.0,Entreprise_343,136
84,Auvergne-Rhône-Alpes,1.0,Entreprise_344,2279
84,Auvergne-Rhône-Alpes,1.0,Entreprise_345,659
84,Auvergne-Rhône-Alpes,1.0,Entreprise_346,1329
84,Auvergne-Rhône-Alpes,1.0,Entreprise_347,135
84,Auvergne-Rhône-Alpes,1.0,Entreprise_348,1287
84,Auvergne-Rhône-Alpes,1.0,Entreprise_349,180
84,Auvergne-Rhône-Alpes,1.0,Entreprise_350,997
84,Auvergne-Rhône-Alpes,1.0,Entreprise_351,664
84,Auvergne-Rhône-Alpes,1.0,Entreprise_352,287
84,Auvergne-Rhône-Alpes,1.0,Entreprise_353,263
84,Auvergne-Rhône-Alpes,1.0,Entreprise_354,605
84,Auvergne-Rhône-Alpes,1.0,Entreprise_355,514
84,Auvergne-Rhône-Alpes,1.0,Entreprise_356,1024
84,Auvergne-Rhône-Alpes,1.0,Entreprise_357,1208
84,Auvergne-Rhône-Alpes,1.0,Entreprise_358,6356
84,Auvergne-Rhône-Alpes,1.0,Entreprise_359,1644
84,Auvergne-Rhône-Alpes,1.0,Entreprise_360,744
84,Auvergne-Rhône-Alpes,1.0,Entreprise_361,1389
84,Auvergne-Rhône-Alpes,1.0,Entreprise_362,1228
84,Auvergne-Rhône-Alpes,1.0,Entreprise_363,1845
84,Auvergne-Rhône-Alpes,1.0,Entreprise_364,288
84,Auvergne-Rhône-Alpes,1.0,Entreprise_365,2494
84,Auvergne-Rhône-Alpes,1.0,Entreprise_366,6931
84,Auvergne-Rhône-Alpes,1.0,Entreprise_367,131
84,Auvergne-Rhône-Alpes,1.0,Entreprise_368,725
84,Auvergne-Rhône-Alpes,1.0,Entreprise_369,664
84,Auvergne-Rhône-Alpes,1.0,Entreprise_370,1218
84,Auvergne-Rhône-Alpes,1.0,Entreprise_371,343
84,Auvergne-Rhône-Alpes,1.0,Entreprise_372,296
84,Auvergne-Rhône-Alpes,1.0,Entreprise_373,500
84,Auvergne-Rhône-Alpes,1.0,Entreprise_374,2222
84,Auvergne-Rhône-Alpes,1.0,Entreprise_375,513
84,Auvergne-Rhône-Alpes,1.0,Entreprise_376,215
84,Auvergne-Rhône-Alpes,1.0,Entreprise_377,97
84,Auvergne-Rhône-Alpes,1.0,Entreprise_378,727
84,Auvergne-Rhône-Alpes,1.0,Entreprise_379,5059
84,Auvergne-Rhône-Alpes,1.0,Entreprise_380,1200
84,Auvergne-Rhône-Alpes,1.0,Entreprise_381,607
84,Auvergne-Rhône-Alpes,1.0,Entreprise_382,1603
84,Auvergne-Rhône-Alpes,1.0,Entreprise_383,1391
84,Auvergne-Rhône-Alpes,1.0,Entreprise_384,390
84,Auvergne-Rhône-Alpes,1.0,Entreprise_385,763
84,Auvergne-Rhône-Alpes,1.0,Entreprise_386,3831
84,Auvergne-Rhône-Alpes,1.0,Entreprise_387,6955
84,Auvergne-Rhône-Alpes,1.0,Entreprise_388,1110
84,Auvergne-Rhône-Alpes,1.0,Entreprise_389,715
84,Auvergne-Rhône-Alpes,1.0,Entreprise_390,1122
84,Auvergne-Rhône-Alpes,1.0,Entreprise_391,71
84,Auvergne-Rhône-Alpes,1.0,Entreprise_392,3233
32,Hauts-de-France,2.0,Entreprise_393,513
32,Hauts-de-France,2.0,Entreprise_394,586
32,Hauts-de-France,2.0,Entreprise_395,1013
32,Hauts-de-France,2.0,Entreprise_396,188
32,Hauts-de-France,2.0,Entreprise_397,405
32,Hauts-de-France,2.0,Entreprise_398,257
32,Hauts-de-France,2.0,Entreprise_399,119
32,Hauts-de-France,2.0,Entreprise_400,308
32,Hauts-de-France,2.0,Entreprise_401,522
32,Hauts-de-France,2.0,Entreprise_402,166
32,Hauts-de-France,2.0,Entreprise_403,1203
32,Hauts-de-France,2.0,Entreprise_404,81
32,Hauts-de-France,2.0,Entreprise_405,386
32,Hauts-de-France,2.0,Entreprise_406,710
32,Hauts-de-France,2.0,Entreprise_407,78
32,Hauts-de-France,2.0,Entreprise_408,211
32,Hauts-de-France,2.0,Entreprise_409,281
32,Hauts-de-France,2.0,Entreprise_410,2510
32,Hauts-de-France,2.0,Entreprise_411,352
32,Hauts-de-France,2.0,Entreprise_412,455
32,Hauts-de-France,2.0,Entreprise_413,77
32,Hauts-de-France,2.0,Entreprise_414,398
32,Hauts-de-France,2.0,Entreprise_415,98
32,Hauts-de-France,2.0,Entreprise_416,45
32,Hauts-de-France,2.0,Entreprise_417,363
32,Hauts-de-France,2.0,Entreprise_418,203
32,Hauts-de-France,2.0,Entreprise_419,2600
32,Hauts-de-France,2.0,Entreprise_420,345
32,Hauts-de-France,2.0,Entreprise_421,243
32,Hauts-de-France,2.0,Entreprise_422,659
32,Hauts-de-France,2.0,Entreprise_423,239
32,Hauts-de-France,2.0,Entreprise_424,101
32,Hauts-de-France,2.0,Entreprise_425,110
32,Hauts-de-France,2.0,Entreprise_426,282
32,Hauts-de-France,2.0,Entreprise_427,68
32,Hauts-de-France,2.0,Entreprise_428,1366
32,Hauts-de-France,2.0,Entreprise_429,63
32,Hauts-de-France,2.0,Entreprise_430,175
32,Hauts-de-France,2.0,Entreprise_431,176
32,Hauts-de-France,2.0,Entreprise_432,791
32,Hauts-de-France,2.0,Entreprise_433,370
32,Hauts-de-France,2.0,Entreprise_434,62
32,Hauts-de-France,2.0,Entreprise_435,25
32,Hauts-de-France,2.0,Entreprise_436,556
32,Hauts-de-France,2.0,Entreprise_437,108
32,Hauts-de-France,2.0,Entreprise_438,128
32,Hauts-de-France,2.0,Entreprise_439,746
32,Hauts-de-France,2.0,Entreprise_440,317
32,Hauts-de-France,2.0,Entreprise_441,399
32,Hauts-de-France,2.0,Entreprise_442,130
